X,Y,X,time,event,value,hdop,heading,m.s,collar_ID,collar,date,hms,month,day,lon,lat,chuck,hour
331487.67545454,6165448.13169539,1,2019-05-20 15:00:02,InclusionBorder_m,-255.97,0.5,149.84,0.21,ac138,ac138,2019-05-20,15:00:02,5,20,331487.67545454,6165448.13169539,2,15
331487.220488883,6165447.93855678,2,2019-05-20 15:00:03,InclusionBorder_m,-255.69,0.5,225.19,0.14,ac138,ac138,2019-05-20,15:00:03,5,20,331487.220488883,6165447.93855678,2,15
331486.768898636,6165447.5604203,3,2019-05-20 15:00:04,InclusionBorder_m,-255.52,0.5,177.92,0.23,ac138,ac138,2019-05-20,15:00:04,5,20,331486.768898636,6165447.5604203,2,15
331486.317306402,6165447.18239472,4,2019-05-20 15:00:04,InclusionBorder_m,-255.34,0.5,114.99,0.2,ac138,ac138,2019-05-20,15:00:04,5,20,331486.317306402,6165447.18239472,2,15
331486.015152375,6165446.99193324,5,2019-05-20 15:00:04,InclusionBorder_m,-255.19,0.5,139.26,0.2,ac138,ac138,2019-05-20,15:00:04,5,20,331486.015152375,6165446.99193324,2,15
331485.712996339,6165446.80158267,6,2019-05-20 15:00:05,InclusionBorder_m,-255.03,0.5,296.56,0,ac138,ac138,2019-05-20,15:00:05,5,20,331485.712996339,6165446.80158267,2,15
331485.407377274,6165446.79600643,7,2019-05-20 15:00:05,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:05,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,8,2019-05-20 15:00:06,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:06,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,9,2019-05-20 15:00:07,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:07,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,10,2019-05-20 15:00:08,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:08,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,11,2019-05-20 15:00:08,InclusionBorder_m,-254.78,0.5,235.02,0,ac138,ac138,2019-05-20,15:00:08,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,12,2019-05-20 15:00:09,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:09,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,13,2019-05-20 15:00:10,InclusionBorder_m,-254.78,0.5,235.02,0,ac138,ac138,2019-05-20,15:00:10,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,14,2019-05-20 15:00:10,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:10,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,15,2019-05-20 15:00:11,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:11,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,16,2019-05-20 15:00:12,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:12,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,17,2019-05-20 15:00:13,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:13,5,20,331485.407377274,6165446.79600643,2,15
331485.407377274,6165446.79600643,18,2019-05-20 15:00:14,InclusionBorder_m,-254.78,0.5,235.02,0.2,ac138,ac138,2019-05-20,15:00:14,5,20,331485.407377274,6165446.79600643,2,15
331488.995553907,6165442.79338477,19,2019-05-20 15:00:21,InclusionBorder_m,-259.96,0.5,145.35,0.7,ac138,ac138,2019-05-20,15:00:21,5,20,331488.995553907,6165442.79338477,2,15
331489.304454492,6165442.61407229,20,2019-05-20 15:00:21,InclusionBorder_m,-260.32,0.5,168.58,0.32,ac138,ac138,2019-05-20,15:00:21,5,20,331489.304454492,6165442.61407229,2,15
331489.304454492,6165442.61407229,21,2019-05-20 15:00:22,InclusionBorder_m,-260.32,0.5,107.38,0.18,ac138,ac138,2019-05-20,15:00:22,5,20,331489.304454492,6165442.61407229,2,15
331489.609981751,6165442.61964673,22,2019-05-20 15:00:22,InclusionBorder_m,-260.58,0.5,83.38,0.2,ac138,ac138,2019-05-20,15:00:22,5,20,331489.609981751,6165442.61964673,2,15
331489.609981751,6165442.61964673,23,2019-05-20 15:00:23,InclusionBorder_m,-260.58,0.5,103.1,0.2,ac138,ac138,2019-05-20,15:00:23,5,20,331489.609981751,6165442.61964673,2,15
331489.766162502,6165442.43765876,24,2019-05-20 15:00:23,InclusionBorder_m,-260.81,0.5,102.92,0.2,ac138,ac138,2019-05-20,15:00:23,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,25,2019-05-20 15:00:24,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:24,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,26,2019-05-20 15:00:25,InclusionBorder_m,-260.81,0.5,91.26,0,ac138,ac138,2019-05-20,15:00:25,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,27,2019-05-20 15:00:25,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:25,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,28,2019-05-20 15:00:26,InclusionBorder_m,-260.81,0.5,91.26,0,ac138,ac138,2019-05-20,15:00:26,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,29,2019-05-20 15:00:26,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:26,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,30,2019-05-20 15:00:27,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:27,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,31,2019-05-20 15:00:28,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:28,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,32,2019-05-20 15:00:29,InclusionBorder_m,-260.81,0.5,91.26,0,ac138,ac138,2019-05-20,15:00:29,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,33,2019-05-20 15:00:29,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:29,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,34,2019-05-20 15:00:30,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:30,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,35,2019-05-20 15:00:31,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:31,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,36,2019-05-20 15:00:32,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:32,5,20,331489.766162502,6165442.43765876,2,15
331489.766162502,6165442.43765876,37,2019-05-20 15:00:33,InclusionBorder_m,-260.81,0.5,91.26,0.2,ac138,ac138,2019-05-20,15:00:33,5,20,331489.766162502,6165442.43765876,2,15
331492.362422247,6165434.16401071,38,2019-05-20 15:02:02,InclusionBorder_m,-267.46,0.5,188.46,0.16,ac138,ac138,2019-05-20,15:02:02,5,20,331492.362422247,6165434.16401071,2,15
331492.52188644,6165433.79702319,39,2019-05-20 15:02:03,InclusionBorder_m,-267.79,0.5,217.04,0.33,ac138,ac138,2019-05-20,15:02:03,5,20,331492.52188644,6165433.79702319,2,15
331492.528630956,6165433.42736024,40,2019-05-20 15:02:03,InclusionBorder_m,-267.99,0.5,167.94,0.2,ac138,ac138,2019-05-20,15:02:03,5,20,331492.528630956,6165433.42736024,2,15
331492.532004226,6165433.24247331,41,2019-05-20 15:02:04,InclusionBorder_m,-268.1,0.5,187.84,0.2,ac138,ac138,2019-05-20,15:02:04,5,20,331492.532004226,6165433.24247331,2,15
331492.84436734,6165432.87838637,42,2019-05-20 15:02:04,InclusionBorder_m,-268.56,0.5,162.76,0.2,ac138,ac138,2019-05-20,15:02:04,5,20,331492.84436734,6165432.87838637,2,15
331493.000458233,6165432.69628578,43,2019-05-20 15:02:05,InclusionBorder_m,-268.79,0.5,134.19,0.2,ac138,ac138,2019-05-20,15:02:05,5,20,331493.000458233,6165432.69628578,2,15
331493.000458233,6165432.69628578,44,2019-05-20 15:02:06,InclusionBorder_m,-268.79,0.5,134.19,0.2,ac138,ac138,2019-05-20,15:02:06,5,20,331493.000458233,6165432.69628578,2,15
331493.000458233,6165432.69628578,45,2019-05-20 15:02:07,InclusionBorder_m,-268.79,0.5,134.19,0.2,ac138,ac138,2019-05-20,15:02:07,5,20,331493.000458233,6165432.69628578,2,15
331493.000458233,6165432.69628578,46,2019-05-20 15:02:08,InclusionBorder_m,-268.79,0.5,134.19,0.2,ac138,ac138,2019-05-20,15:02:08,5,20,331493.000458233,6165432.69628578,2,15
331493.000458233,6165432.69628578,47,2019-05-20 15:02:08,InclusionBorder_m,-268.79,0.5,134.19,0,ac138,ac138,2019-05-20,15:02:08,5,20,331493.000458233,6165432.69628578,2,15
331493.000458233,6165432.69628578,48,2019-05-20 15:02:09,InclusionBorder_m,-268.79,0.5,134.19,0.2,ac138,ac138,2019-05-20,15:02:09,5,20,331493.000458233,6165432.69628578,2,15
331493.000458233,6165432.69628578,49,2019-05-20 15:02:10,InclusionBorder_m,-268.79,0.5,134.19,0.2,ac138,ac138,2019-05-20,15:02:10,5,20,331493.000458233,6165432.69628578,2,15
331493.000458233,6165432.69628578,50,2019-05-20 15:02:11,InclusionBorder_m,-268.79,0.5,134.19,0.2,ac138,ac138,2019-05-20,15:02:11,5,20,331493.000458233,6165432.69628578,2,15
331493.000458233,6165432.69628578,51,2019-05-20 15:02:12,InclusionBorder_m,-268.79,0.5,134.19,0.2,ac138,ac138,2019-05-20,15:02:12,5,20,331493.000458233,6165432.69628578,2,15
331495.942710068,6165422.21001162,52,2019-05-20 15:03:44,InclusionBorder_m,-276.92,0.6,226.79,0.46,ac138,ac138,2019-05-20,15:03:44,5,20,331495.942710068,6165422.21001162,2,15
331495.654045551,6165421.28022452,53,2019-05-20 15:03:45,InclusionBorder_m,-277.18,0.5,201.4,0.22,ac138,ac138,2019-05-20,15:03:45,5,20,331495.654045551,6165421.28022452,2,15
331495.813599071,6165420.91334953,54,2019-05-20 15:03:45,InclusionBorder_m,-277.51,0.5,128.06,0.2,ac138,ac138,2019-05-20,15:03:45,5,20,331495.813599071,6165420.91334953,2,15
331495.969689717,6165420.73124889,55,2019-05-20 15:03:46,InclusionBorder_m,-277.74,0.5,198.42,0.2,ac138,ac138,2019-05-20,15:03:46,5,20,331495.969689717,6165420.73124889,2,15
331495.973062932,6165420.54636195,56,2019-05-20 15:03:46,InclusionBorder_m,-277.84,0.5,192.71,0.2,ac138,ac138,2019-05-20,15:03:46,5,20,331495.973062932,6165420.54636195,2,15
331495.973062932,6165420.54636195,57,2019-05-20 15:03:47,InclusionBorder_m,-277.84,0.5,192.71,0.2,ac138,ac138,2019-05-20,15:03:47,5,20,331495.973062932,6165420.54636195,2,15
331495.973062932,6165420.54636195,58,2019-05-20 15:03:48,InclusionBorder_m,-277.84,0.6,192.71,0.2,ac138,ac138,2019-05-20,15:03:48,5,20,331495.973062932,6165420.54636195,2,15
331495.973062932,6165420.54636195,59,2019-05-20 15:03:48,InclusionBorder_m,-277.84,0.5,192.71,0.2,ac138,ac138,2019-05-20,15:03:48,5,20,331495.973062932,6165420.54636195,2,15
331495.36875433,6165420.16555047,60,2019-05-20 15:03:49,InclusionBorder_m,-277.54,0.6,248.28,0.58,ac138,ac138,2019-05-20,15:03:49,5,20,331495.36875433,6165420.16555047,2,15
331495.212572015,6165420.34764943,61,2019-05-20 15:03:49,InclusionBorder_m,-277.31,0.6,260.02,0.8,ac138,ac138,2019-05-20,15:03:49,5,20,331495.212572015,6165420.34764943,2,15
331494.754236412,6165420.33928716,62,2019-05-20 15:03:50,InclusionBorder_m,-276.93,0.5,260.03,1.2,ac138,ac138,2019-05-20,15:03:50,5,20,331494.754236412,6165420.33928716,2,15
331494.299274061,6165420.14603793,63,2019-05-20 15:03:50,InclusionBorder_m,-276.65,0.5,243.11,0.76,ac138,ac138,2019-05-20,15:03:50,5,20,331494.299274061,6165420.14603793,2,15
331493.844311726,6165419.95278869,64,2019-05-20 15:03:51,InclusionBorder_m,-276.37,0.5,257.38,0.88,ac138,ac138,2019-05-20,15:03:51,5,20,331493.844311726,6165419.95278869,2,15
331493.389347388,6165419.75965033,65,2019-05-20 15:03:51,InclusionBorder_m,-276.09,0.5,259.94,0.96,ac138,ac138,2019-05-20,15:03:51,5,20,331493.389347388,6165419.75965033,2,15
331492.934385093,6165419.56640103,66,2019-05-20 15:03:52,InclusionBorder_m,-275.81,0.5,239.2,0.83,ac138,ac138,2019-05-20,15:03:52,5,20,331492.934385093,6165419.56640103,2,15
331492.781576013,6165419.56361302,67,2019-05-20 15:03:52,InclusionBorder_m,-275.68,0.5,258.65,0.79,ac138,ac138,2019-05-20,15:03:52,5,20,331492.781576013,6165419.56361302,2,15
331492.323240447,6165419.55525063,68,2019-05-20 15:03:53,InclusionBorder_m,-275.3,0.5,253.37,1.03,ac138,ac138,2019-05-20,15:03:53,5,20,331492.323240447,6165419.55525063,2,15
331491.86827818,6165419.36200128,69,2019-05-20 15:03:53,InclusionBorder_m,-275.02,0.5,248.47,1.31,ac138,ac138,2019-05-20,15:03:53,5,20,331491.86827818,6165419.36200128,2,15
331491.413313907,6165419.16886282,70,2019-05-20 15:03:54,InclusionBorder_m,-274.74,0.5,249.29,0.88,ac138,ac138,2019-05-20,15:03:54,5,20,331491.413313907,6165419.16886282,2,15
331491.111160746,6165418.97840147,71,2019-05-20 15:03:54,InclusionBorder_m,-274.58,0.5,250.16,0.93,ac138,ac138,2019-05-20,15:03:54,5,20,331491.111160746,6165418.97840147,2,15
331490.503389461,6165418.78236401,72,2019-05-20 15:03:55,InclusionBorder_m,-274.18,0.5,254.76,1.09,ac138,ac138,2019-05-20,15:03:55,5,20,331490.503389461,6165418.78236401,2,15
331489.895707847,6165418.58643909,73,2019-05-20 15:03:55,InclusionBorder_m,-273.77,0.5,259.09,1.42,ac138,ac138,2019-05-20,15:03:55,5,20,331489.895707847,6165418.58643909,2,15
331436.91523946,6165415.77048362,74,2019-05-20 15:05:07,InclusionBorder_m,-230.57,0.6,267.91,0.2,ac138,ac138,2019-05-20,15:05:07,5,20,331436.91523946,6165415.77048362,2,15
331437.523009603,6165415.96652466,75,2019-05-20 15:05:08,InclusionBorder_m,-230.98,0.5,142.07,0.1,ac138,ac138,2019-05-20,15:05:08,5,20,331437.523009603,6165415.96652466,2,15
331437.825163684,6165416.1568769,76,2019-05-20 15:05:08,InclusionBorder_m,-231.13,0.6,192.91,0.2,ac138,ac138,2019-05-20,15:05:08,5,20,331437.825163684,6165416.1568769,2,15
331437.669071906,6165416.3389766,77,2019-05-20 15:05:09,InclusionBorder_m,-230.9,0.5,215.77,0.2,ac138,ac138,2019-05-20,15:05:09,5,20,331437.669071906,6165416.3389766,2,15
331437.672446294,6165416.15408964,78,2019-05-20 15:05:09,InclusionBorder_m,-231,0.6,230.86,0.77,ac138,ac138,2019-05-20,15:05:09,5,20,331437.672446294,6165416.15408964,2,15
331437.679193045,6165415.78442664,79,2019-05-20 15:05:10,InclusionBorder_m,-231.21,0.6,219.68,0,ac138,ac138,2019-05-20,15:05:10,5,20,331437.679193045,6165415.78442664,2,15
331437.529758385,6165415.59675075,80,2019-05-20 15:05:10,InclusionBorder_m,-231.18,0.5,260.41,0.62,ac138,ac138,2019-05-20,15:05:10,5,20,331437.529758385,6165415.59675075,2,15
331437.074795287,6165415.40360956,81,2019-05-20 15:05:11,InclusionBorder_m,-230.9,0.5,275.75,0.2,ac138,ac138,2019-05-20,15:05:11,5,20,331437.074795287,6165415.40360956,2,15
331436.92873505,6165415.0310467,82,2019-05-20 15:05:11,InclusionBorder_m,-230.98,0.5,165.05,0.2,ac138,ac138,2019-05-20,15:05:11,5,20,331436.92873505,6165415.0310467,2,15
331436.93210743,6165414.84627065,83,2019-05-20 15:05:12,InclusionBorder_m,-231.08,0.5,3.53,0.2,ac138,ac138,2019-05-20,15:05:12,5,20,331436.93210743,6165414.84627065,2,15
331436.93210743,6165414.84627065,84,2019-05-20 15:05:13,InclusionBorder_m,-231.08,0.5,3.53,0.2,ac138,ac138,2019-05-20,15:05:13,5,20,331436.93210743,6165414.84627065,2,15
331436.93210743,6165414.84627065,85,2019-05-20 15:05:14,InclusionBorder_m,-231.08,0.5,3.53,0.2,ac138,ac138,2019-05-20,15:05:14,5,20,331436.93210743,6165414.84627065,2,15
331436.93210743,6165414.84627065,86,2019-05-20 15:05:15,InclusionBorder_m,-231.08,0.5,3.53,0.2,ac138,ac138,2019-05-20,15:05:15,5,20,331436.93210743,6165414.84627065,2,15
331436.93210743,6165414.84627065,87,2019-05-20 15:05:16,InclusionBorder_m,-231.08,0.5,3.53,0.2,ac138,ac138,2019-05-20,15:05:16,5,20,331436.93210743,6165414.84627065,2,15
331436.93210743,6165414.84627065,88,2019-05-20 15:05:16,InclusionBorder_m,-231.08,0.5,3.53,0,ac138,ac138,2019-05-20,15:05:16,5,20,331436.93210743,6165414.84627065,2,15
331436.93210743,6165414.84627065,89,2019-05-20 15:05:17,InclusionBorder_m,-231.08,0.5,3.53,0,ac138,ac138,2019-05-20,15:05:17,5,20,331436.93210743,6165414.84627065,2,15
331435.414505025,6165414.26383781,90,2019-05-20 15:05:17,InclusionBorder_m,-230.12,0.5,262.61,0.46,ac138,ac138,2019-05-20,15:05:17,5,20,331435.414505025,6165414.26383781,2,15
331435.261696,6165414.26104884,91,2019-05-20 15:05:18,InclusionBorder_m,-229.99,0.5,253.99,0.61,ac138,ac138,2019-05-20,15:05:18,5,20,331435.261696,6165414.26104884,2,15
331423.480914833,6165414.97054698,92,2019-05-20 15:06:37,InclusionBorder_m,-219.66,0.5,150.98,0.26,ac138,ac138,2019-05-20,15:06:37,5,20,331423.480914833,6165414.97054698,2,15
331423.32135846,6165415.33742083,93,2019-05-20 15:06:37,InclusionBorder_m,-219.33,0.5,118.55,0.23,ac138,ac138,2019-05-20,15:06:37,5,20,331423.32135846,6165415.33742083,2,15
331423.477540161,6165415.15543394,94,2019-05-20 15:06:38,InclusionBorder_m,-219.56,0.5,148,0.23,ac138,ac138,2019-05-20,15:06:38,5,20,331423.477540161,6165415.15543394,2,15
331423.477540161,6165415.15543394,95,2019-05-20 15:06:38,InclusionBorder_m,-219.56,0.5,189.67,0.2,ac138,ac138,2019-05-20,15:06:38,5,20,331423.477540161,6165415.15543394,2,15
331423.474167512,6165415.34020999,96,2019-05-20 15:06:39,InclusionBorder_m,-219.46,0.5,320.49,0.2,ac138,ac138,2019-05-20,15:06:39,5,20,331423.474167512,6165415.34020999,2,15
331423.474167512,6165415.34020999,97,2019-05-20 15:06:39,InclusionBorder_m,-219.46,0.5,187.21,0.2,ac138,ac138,2019-05-20,15:06:39,5,20,331423.474167512,6165415.34020999,2,15
331423.474167512,6165415.34020999,98,2019-05-20 15:06:40,InclusionBorder_m,-219.46,0.5,187.21,0.2,ac138,ac138,2019-05-20,15:06:40,5,20,331423.474167512,6165415.34020999,2,15
331423.474167512,6165415.34020999,99,2019-05-20 15:06:41,InclusionBorder_m,-219.46,0.5,187.21,0,ac138,ac138,2019-05-20,15:06:41,5,20,331423.474167512,6165415.34020999,2,15
331423.474167512,6165415.34020999,100,2019-05-20 15:06:42,InclusionBorder_m,-219.46,0.5,187.21,0.2,ac138,ac138,2019-05-20,15:06:42,5,20,331423.474167512,6165415.34020999,2,15
331423.474167512,6165415.34020999,101,2019-05-20 15:06:43,InclusionBorder_m,-219.46,0.5,187.21,0.2,ac138,ac138,2019-05-20,15:06:43,5,20,331423.474167512,6165415.34020999,2,15
331423.474167512,6165415.34020999,102,2019-05-20 15:06:44,InclusionBorder_m,-219.46,0.5,187.21,0.2,ac138,ac138,2019-05-20,15:06:44,5,20,331423.474167512,6165415.34020999,2,15
331423.474167512,6165415.34020999,103,2019-05-20 15:06:45,InclusionBorder_m,-219.46,0.5,187.21,0.2,ac138,ac138,2019-05-20,15:06:45,5,20,331423.474167512,6165415.34020999,2,15
331422.533877748,6165416.61746522,104,2019-05-20 15:06:45,InclusionBorder_m,-217.98,0.5,256.17,0.42,ac138,ac138,2019-05-20,15:06:45,5,20,331422.533877748,6165416.61746522,2,15
331422.381068676,6165416.61467604,105,2019-05-20 15:06:46,InclusionBorder_m,-217.85,0.5,278.83,0.2,ac138,ac138,2019-05-20,15:06:46,5,20,331422.381068676,6165416.61467604,2,15
331422.381068676,6165416.61467604,106,2019-05-20 15:06:46,InclusionBorder_m,-217.85,0.5,276.65,0.2,ac138,ac138,2019-05-20,15:06:46,5,20,331422.381068676,6165416.61467604,2,15
331422.228259602,6165416.61188685,107,2019-05-20 15:06:47,InclusionBorder_m,-217.72,0.5,263.67,0.2,ac138,ac138,2019-05-20,15:06:47,5,20,331422.228259602,6165416.61188685,2,15
331422.228259602,6165416.61188685,108,2019-05-20 15:06:48,InclusionBorder_m,-217.72,0.5,263.67,0,ac138,ac138,2019-05-20,15:06:48,5,20,331422.228259602,6165416.61188685,2,15
331422.228259602,6165416.61188685,109,2019-05-20 15:06:48,InclusionBorder_m,-217.72,0.5,263.67,0.2,ac138,ac138,2019-05-20,15:06:48,5,20,331422.228259602,6165416.61188685,2,15
331409.170320296,6165411.935656,110,2019-05-20 15:08:02,InclusionBorder_m,-209.22,0.5,300.23,0,ac138,ac138,2019-05-20,15:08:02,5,20,331409.170320296,6165411.935656,2,15
331408.40308363,6165412.10659926,111,2019-05-20 15:08:02,InclusionBorder_m,-208.48,0.5,279.32,0.72,ac138,ac138,2019-05-20,15:08:02,5,20,331408.40308363,6165412.10659926,2,15
331407.639130257,6165412.09265381,112,2019-05-20 15:08:03,InclusionBorder_m,-207.84,0.5,263.47,0.47,ac138,ac138,2019-05-20,15:08:03,5,20,331407.639130257,6165412.09265381,2,15
331407.330230934,6165412.27185268,113,2019-05-20 15:08:03,InclusionBorder_m,-207.48,0.5,263.58,0.2,ac138,ac138,2019-05-20,15:08:03,5,20,331407.330230934,6165412.27185268,2,15
331407.021329571,6165412.45116245,114,2019-05-20 15:08:04,InclusionBorder_m,-207.13,0.5,240.77,0.2,ac138,ac138,2019-05-20,15:08:04,5,20,331407.021329571,6165412.45116245,2,15
331407.167298937,6165412.82361325,115,2019-05-20 15:08:04,InclusionBorder_m,-207.05,0.5,299.88,0.2,ac138,ac138,2019-05-20,15:08:04,5,20,331407.167298937,6165412.82361325,2,15
331407.167298937,6165412.82361325,116,2019-05-20 15:08:05,InclusionBorder_m,-207.05,0.5,299.88,0.2,ac138,ac138,2019-05-20,15:08:05,5,20,331407.167298937,6165412.82361325,2,15
331407.167298937,6165412.82361325,117,2019-05-20 15:08:05,InclusionBorder_m,-207.05,0.5,299.88,0,ac138,ac138,2019-05-20,15:08:05,5,20,331407.167298937,6165412.82361325,2,15
331407.167298937,6165412.82361325,118,2019-05-20 15:08:06,InclusionBorder_m,-207.05,0.5,299.88,0.2,ac138,ac138,2019-05-20,15:08:06,5,20,331407.167298937,6165412.82361325,2,15
331407.167298937,6165412.82361325,119,2019-05-20 15:08:06,InclusionBorder_m,-207.05,0.5,299.88,0,ac138,ac138,2019-05-20,15:08:06,5,20,331407.167298937,6165412.82361325,2,15
331407.167298937,6165412.82361325,120,2019-05-20 15:08:07,InclusionBorder_m,-207.05,0.5,299.88,0,ac138,ac138,2019-05-20,15:08:07,5,20,331407.167298937,6165412.82361325,2,15
331407.167298937,6165412.82361325,121,2019-05-20 15:08:08,InclusionBorder_m,-207.05,0.5,299.88,0.2,ac138,ac138,2019-05-20,15:08:08,5,20,331407.167298937,6165412.82361325,2,15
331405.768671599,6165414.0925002,122,2019-05-20 15:08:09,InclusionBorder_m,-205.19,0.5,285.03,0.75,ac138,ac138,2019-05-20,15:08:09,5,20,331405.768671599,6165414.0925002,2,15
331405.459770147,6165414.27180992,123,2019-05-20 15:08:09,InclusionBorder_m,-204.83,0.5,258.65,0.71,ac138,ac138,2019-05-20,15:08:09,5,20,331405.459770147,6165414.27180992,2,15
331405.001434676,6165414.26344318,124,2019-05-20 15:08:10,InclusionBorder_m,-204.45,0.5,254.42,0.95,ac138,ac138,2019-05-20,15:08:10,5,20,331405.001434676,6165414.26344318,2,15
331404.692535227,6165414.44264196,125,2019-05-20 15:08:10,InclusionBorder_m,-204.09,0.5,276.31,0.88,ac138,ac138,2019-05-20,15:08:10,5,20,331404.692535227,6165414.44264196,2,15
331404.234199748,6165414.43427519,126,2019-05-20 15:08:11,InclusionBorder_m,-203.71,0.5,272.73,0.92,ac138,ac138,2019-05-20,15:08:11,5,20,331404.234199748,6165414.43427519,2,15
331403.925206584,6165414.61358319,127,2019-05-20 15:08:11,InclusionBorder_m,-203.35,0.5,263.24,0.76,ac138,ac138,2019-05-20,15:08:11,5,20,331403.925206584,6165414.61358319,2,15
331403.619680147,6165414.60800587,128,2019-05-20 15:08:12,InclusionBorder_m,-203.09,0.5,263.74,0.65,ac138,ac138,2019-05-20,15:08:12,5,20,331403.619680147,6165414.60800587,2,15
331403.31415371,6165414.60242855,129,2019-05-20 15:08:12,InclusionBorder_m,-202.84,0.5,286.5,0.2,ac138,ac138,2019-05-20,15:08:12,5,20,331403.31415371,6165414.60242855,2,15
331403.157969577,6165414.78452602,130,2019-05-20 15:08:13,InclusionBorder_m,-202.61,0.5,285.58,0.2,ac138,ac138,2019-05-20,15:08:13,5,20,331403.157969577,6165414.78452602,2,15
331403.157969577,6165414.78452602,131,2019-05-20 15:08:13,InclusionBorder_m,-202.61,0.5,191.09,0.2,ac138,ac138,2019-05-20,15:08:13,5,20,331403.157969577,6165414.78452602,2,15
331391.279319136,6165420.85459653,132,2019-05-20 15:09:21,InclusionBorder_m,-189.31,0.5,110.34,0.24,ac138,ac138,2019-05-20,15:09:21,5,20,331391.279319136,6165420.85459653,2,15
331391.126509975,6165420.85180683,133,2019-05-20 15:09:21,InclusionBorder_m,-189.18,0.6,273.67,0.2,ac138,ac138,2019-05-20,15:09:21,5,20,331391.126509975,6165420.85180683,2,15
331390.817607995,6165421.03111608,134,2019-05-20 15:09:22,InclusionBorder_m,-188.83,0.6,267.84,0.2,ac138,ac138,2019-05-20,15:09:22,5,20,331390.817607995,6165421.03111608,2,15
331390.817607995,6165421.03111608,135,2019-05-20 15:09:22,InclusionBorder_m,-188.83,0.6,113.13,0.2,ac138,ac138,2019-05-20,15:09:22,5,20,331390.817607995,6165421.03111608,2,15
331390.664798828,6165421.02832638,136,2019-05-20 15:09:23,InclusionBorder_m,-188.7,0.6,46.72,0.2,ac138,ac138,2019-05-20,15:09:23,5,20,331390.664798828,6165421.02832638,2,15
331390.511989659,6165421.02553667,137,2019-05-20 15:09:23,InclusionBorder_m,-188.57,0.5,186.2,0.2,ac138,ac138,2019-05-20,15:09:23,5,20,331390.511989659,6165421.02553667,2,15
331390.511989659,6165421.02553667,138,2019-05-20 15:09:24,InclusionBorder_m,-188.57,0.6,186.2,0.2,ac138,ac138,2019-05-20,15:09:24,5,20,331390.511989659,6165421.02553667,2,15
